Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Organism Part],Term Source 4 REF,Term Source 4 Accession,Experimental Condition [Class],Experimental Condition [Mouse ID],Experimental Condition [Sample ID],Experimental Condition [Score],Experimental Condition [Acquisition date],Experimental Condition [Acquisition time],Experimental Condition [Label_1],Assay Name,Source Name,Experimental Condition [treated],Comment [Image File Path],Comment [Image File Type],Comment [Image Type],Comment [Voxel Size],Comment [Volume Size],Channels
SCC,T0074.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,15,6,05/05/2015,16:12:06,3,octmos-scc,T0074,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0074.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0075.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,15,6,05/05/2015,16:14:15,5,octmos-scc,T0075,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0075.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0078.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,16,6,05/05/2015,16:26:22,6,octmos-scc,T0078,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0078.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0080.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,16,5,05/05/2015,16:30:40,6,octmos-scc,T0080,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0080.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0081.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,16,7,05/05/2015,16:32:49,5,octmos-scc,T0081,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0081.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0082.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,17,7,05/05/2015,16:39:30,,octmos-scc,T0082,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0082.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0083.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,17,6,05/05/2015,16:43:48,,octmos-scc,T0083,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0083.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0084.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,17,6,05/05/2015,16:45:57,,octmos-scc,T0084,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0084.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0085.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,18,6,05/05/2015,17:09:16,6,octmos-scc,T0085,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0085.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0086.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,18,6,05/05/2015,17:11:25,6,octmos-scc,T0086,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0086.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0087.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,19,6,05/05/2015,17:34:46,,octmos-scc,T0087,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0087.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0089.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,21,8,05/05/2015,18:03:40,,octmos-scc,T0089,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0089.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0091.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,22,8,05/05/2015,18:16:28,,octmos-scc,T0091,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0091.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0093.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,23,8,05/05/2015,18:45:19,,octmos-scc,T0093,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0093.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0094.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,23,8,05/05/2015,18:47:28,,octmos-scc,T0094,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0094.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0096.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,24,7,05/05/2015,18:56:12,,octmos-scc,T0096,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0096.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0097.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,24,8,05/05/2015,18:58:21,,octmos-scc,T0097,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0097.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0098.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,25,6,05/05/2015,19:10:17,,octmos-scc,T0098,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0098.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0099.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,25,7,05/05/2015,19:12:26,,octmos-scc,T0099,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0099.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0102.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,25,8,05/05/2015,19:22:22,,octmos-scc,T0102,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0102.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0104.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,25,7,05/05/2015,19:26:40,,octmos-scc,T0104,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0104.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0105.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,25,6,05/05/2015,19:28:49,,octmos-scc,T0105,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0105.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0106.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,26,8,06/05/2015,14:40:51,,octmos-scc,T0106,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0106.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0108.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,26,8,06/05/2015,14:47:19,,octmos-scc,T0108,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0108.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0109.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,27,8,06/05/2015,14:58:17,,octmos-scc,T0109,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0109.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0110.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,27,8,06/05/2015,15:00:26,,octmos-scc,T0110,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0110.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0111.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,27,8,06/05/2015,15:02:35,,octmos-scc,T0111,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0111.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0112.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,27,7,06/05/2015,15:04:44,,octmos-scc,T0112,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0112.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0113.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,28,8,06/05/2015,15:14:49,4,octmos-scc,T0113,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0113.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0116.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,28,8,06/05/2015,15:21:17,2,octmos-scc,T0116,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0116.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0117.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,29,7,06/05/2015,15:28:35,,octmos-scc,T0117,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0117.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0118.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,29,6,06/05/2015,15:30:44,,octmos-scc,T0118,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0118.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0119.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,29,5,06/05/2015,15:32:53,,octmos-scc,T0119,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0119.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
SCC,T0120.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,SCC,,29,6,06/05/2015,15:35:02,,octmos-scc,T0120,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0120.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
Papilloma,T0122.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Papilloma,,30,7,06/05/2015,15:46:38,,octmos-papilloma,T0122,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0122.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x318,grayscale
Papilloma,T0125.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Papilloma,,30,8,06/05/2015,15:59:37,,octmos-papilloma,T0125,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0125.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x500,grayscale
Papilloma,T0127.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Papilloma,,30,8,06/05/2015,16:03:55,,octmos-papilloma,T0127,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0127.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x411,grayscale
Papilloma,T0128.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of back,UBERON,UBERON_0001068,Papilloma,,30,9,06/05/2015,16:06:05,,octmos-papilloma,T0128,Initial DMBA solution followed by weekly TPA treatment. Skin was shaved and excised before imaging,ExperimentA/T0128.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x379,grayscale
Normal,T0133.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,16:37:02,,octmos-normal,T0133,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0133.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x373,grayscale
Normal,T0134.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,16:38:46,,octmos-normal,T0134,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0134.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x347,grayscale
Normal,T0135.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,16:40:30,,octmos-normal,T0135,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0135.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x342,grayscale
Normal,T0136.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,16:42:13,,octmos-normal,T0136,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0136.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x348,grayscale
Normal,T0137.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,16:51:09,,octmos-normal,T0137,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0137.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0138.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,16:52:52,,octmos-normal,T0138,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0138.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0139.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,16:54:36,,octmos-normal,T0139,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0139.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0141.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,17:00:46,,octmos-normal,T0141,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0141.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0145.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,8,06/05/2015,17:11:43,,octmos-normal,T0145,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0145.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x358,grayscale
Normal,T0147.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:15:11,,octmos-normal,T0147,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0147.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x357,grayscale
Normal,T0148.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,17:16:54,,octmos-normal,T0148,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0148.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x366,grayscale
Normal,T0149.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,17:19:39,,octmos-normal,T0149,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0149.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0150.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,6,06/05/2015,17:21:23,,octmos-normal,T0150,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0150.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x372,grayscale
Normal,T0151.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:23:06,,octmos-normal,T0151,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0151.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x373,grayscale
Normal,T0152.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:24:50,,octmos-normal,T0152,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0152.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0153.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,8,06/05/2015,17:39:27,,octmos-normal,T0153,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0153.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0154.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:41:11,,octmos-normal,T0154,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0154.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0155.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:52:32,,octmos-normal,T0155,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0155.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0156.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:54:15,,octmos-normal,T0156,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0156.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0157.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,8,06/05/2015,17:55:59,,octmos-normal,T0157,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0157.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0158.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:57:43,,octmos-normal,T0158,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0158.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x400,grayscale
Normal,T0159.ome.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,FVB/NJ,EFO,EFO_0007728,female,PATO,PATO_0000383,skin of abdomen,UBERON,UBERON_0001416,Normal,,31,7,06/05/2015,17:59:26,,octmos-normal,T0159,No chemical treatment. Skin was shaved and excised before imaging,ExperimentA/T0159.ome.tif,raw,32-bit Real,0.45x0.45x0.20,648x488x368,grayscale
